,Name,Category,Body,Compound,Positive,Negative,Neutral
1380,MyTinyWorld,Toy,Dolls house Garden delight ,0.5994,0.565,0.435,0.0
1381,MyTinyWorld,Toy,Excellent buy ,0.5719,0.787,0.213,0.0
1382,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1383,MyTinyWorld,Toy,great parsnips ,0.6249,0.804,0.196,0.0
1384,MyTinyWorld,Toy,Tiny ,0.0,0.0,1.0,0.0
1385,MyTinyWorld,Toy,Five Stars ,0.0,0.0,1.0,0.0
1386,MyTinyWorld,Toy,Brilliant ,0.5859,1.0,0.0,0.0
1387,MyTinyWorld,Toy,Pretty dishes ,0.4939,0.762,0.238,0.0
1388,MyTinyWorld,Toy,Just Right ,0.0,0.0,1.0,0.0
1389,MyTinyWorld,Toy,was easy to stick onto the walls and was just the ... ,0.4404,0.209,0.791,0.0
1390,MyTinyWorld,Toy,Apple sauce ,0.0,0.0,1.0,0.0
1391,MyTinyWorld,Toy,Ceramic grey cat ,0.0516,0.375,0.625,0.0
1392,MyTinyWorld,Toy,teaspoons ,0.128,1.0,0.0,0.0
1393,MyTinyWorld,Toy,Amazing value for money ,0.7351,0.756,0.244,0.0
1394,Schleich,Toy,just like the picture shows ,0.3612,0.385,0.615,0.0
1395,Playmobil,Toy,"Brilliant, really good fun. ",0.8903,0.914,0.086,0.0
1396,Playmobil,Toy,Excellent Value ,0.7269,1.0,0.0,0.0
1397,Playmobil,Toy,Great for travel ,0.6249,0.672,0.328,0.0
1398,Playmobil,Toy,Can't beat playmobil ,0.0,0.0,1.0,0.0
1399,Playmobil,Toy,Its brilliant lots of lovely bit and pieces and will keep ... ,0.8225,0.432,0.568,0.0
1400,Playmobil,Toy,We have now received product which is very good and the service from Spain was much better once ... ,0.7264,0.264,0.736,0.0
1401,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1402,Mattel,Equipment,Great Figure ,0.6249,0.804,0.196,0.0
1403,Playmobil,Toy,a big hit! ,0.0,0.0,1.0,0.0
1404,Disney,Equipment,very detailed figure. ,0.0,0.0,1.0,0.0
1405,Disney,Equipment,Great ,0.6249,1.0,0.0,0.0
1406,Mattel,Toy,Great toy ,0.6249,0.804,0.196,0.0
1407,Playmobil,Toy,The Ghost Pirate Monster Crab - Perfect!!! ,0.5067,0.421,0.368,0.211
1408,Playmobil,Toy,"Big ship, big fun ",0.5106,0.524,0.476,0.0
1409,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1410,Playmobil,Toy,Nice set with female pirate and lots of treasures ,0.6808,0.444,0.556,0.0
1411,Playmobil,Toy,an excellent set. ,0.5719,0.649,0.351,0.0
1412,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1413,Disney,Equipment,pricey but enjoyable. ,0.5927,0.658,0.342,0.0
1414,Playmobil,Toy,One very happy child is grateful ,0.7902,0.636,0.364,0.0
1415,Playmobil,Toy,Doesn't glow in the dark ,0.0,0.0,1.0,0.0
1416,Playmobil,Toy,Fantastic Plastic ,0.5574,0.783,0.217,0.0
1417,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1418,Playmobil,Toy,Excellent quality toy for years of hard play ,0.6908,0.488,0.4,0.112
1419,Playmobil,Toy,Baby happy ,0.5719,0.787,0.213,0.0
1420,Playmobil,Toy,Love it! ,0.6696,0.818,0.182,0.0
1421,Playmobil,Toy,Transports but does not organise! ,0.0,0.0,1.0,0.0
1422,Playmobil,Toy,Great ,0.6249,1.0,0.0,0.0
1423,Playmobil,Toy,pirate chest ,0.0,0.0,1.0,0.0
1424,Playmobil,Toy,Play Mobil Red Corsair ,0.34,0.444,0.556,0.0
1425,Schleich,Toy,just like the picture shows ,0.3612,0.385,0.615,0.0
1426,Playmobil,Toy,"Big ship, big fun ",0.5106,0.524,0.476,0.0
1427,Playmobil,Toy,Brilliant ,0.5859,1.0,0.0,0.0
1428,Mattel,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1429,Playmobil,Toy,Cute! ,0.5093,1.0,0.0,0.0
1430,Playmobil,Toy,Fabulous quality but lots of tiny pieces ,0.296,0.268,0.732,0.0
1431,Playmobil,Toy,Five Stars ,0.0,0.0,1.0,0.0
1432,Playmobil,Toy,Pirate ship ,0.0,0.0,1.0,0.0
1433,Playmobil,Toy,Shark was the winner ,0.5859,0.559,0.441,0.0
1434,Playmobil,Toy,Grandson loved this item ,0.5994,0.565,0.435,0.0
1435,Playmobil,Toy,"Super bateau, et vive la boÃƒÂ®te bleue ! ",0.636,0.411,0.589,0.0
1436,Disney,Equipment,FUN ! ,0.5562,1.0,0.0,0.0
1437,Mattel,Equipment,Jake and Friends ,0.4767,0.608,0.392,0.0
1438,Playmobil,Toy,will last forever ,0.0,0.0,1.0,0.0
1439,Playmobil,Toy,Cool little set. ,0.3182,0.535,0.465,0.0
1440,Mattel,Toy,Five Stars ,0.0,0.0,1.0,0.0
1441,Playmobil,Toy,Great present ,0.6249,0.804,0.196,0.0
1442,Star Wars,Equipment,It is an Awsome figure from my favourite Star Wars film Episode I The Phantom Menace ,-0.7783,0.0,0.657,0.343
1443,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1444,Star Wars,Equipment,would buy again from this supplier ,0.0,0.0,1.0,0.0
1445,Star Wars,Equipment,Perfect. ,0.5719,1.0,0.0,0.0
1446,LEGO,Equipment,"Sturdy ship, high playability factor ",0.0,0.0,1.0,0.0
1447,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1448,Star Wars,Equipment,Great figure! ,0.6588,0.815,0.185,0.0
1449,Star Wars,Equipment,"""All forward positions advance!"" ",0.0,0.0,1.0,0.0
1450,Star Wars,Equipment,Star Wars Clone Wars Obi Wan's Jedi Starfighter ,-0.802,0.0,0.455,0.545
1451,Disney,Equipment,Combat Carl a great addition to sons toy story collection ,0.4019,0.304,0.519,0.178
1452,Hasbro,Equipment,Excellent. Good price too ,0.765,0.767,0.233,0.0
1453,Hasbro,Equipment,Jedi fans ,0.0,0.0,1.0,0.0
1454,Playmobil,Toy,Be careful what you pay for ,0.0516,0.229,0.571,0.2
1455,Hasbro,Equipment,GOOD FUN ,0.7351,1.0,0.0,0.0
1456,Corgi,Toy,Five Stars ,0.0,0.0,1.0,0.0
1457,Hasbro,Equipment,this is an absolutely fantastic transformer it is so easy to transform any child ... ,0.8241,0.37,0.63,0.0
1458,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1459,Disney,Equipment,Tie fighter ,0.1531,0.615,0.385,0.0
1460,Star Wars,Equipment,Star Wars figures ,-0.5574,0.0,0.357,0.643
1461,Mattel,Toy,Four Stars ,0.0,0.0,1.0,0.0
1462,Hasbro,Equipment,Four Stars ,0.0,0.0,1.0,0.0
1463,Hasbro,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1464,Mattel,Toy,Availability is a problem - prices too high ,-0.4019,0.0,0.649,0.351
1465,Playmobil,Toy,OK ,0.296,1.0,0.0,0.0
1466,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1467,Hasbro,Equipment,I was extremely pleased with the items I bought ,0.4927,0.347,0.653,0.0
1468,Star Wars,Equipment,"Great roll kid, that was one in, er, eight... ",0.6249,0.339,0.661,0.0
1469,Star Wars,Equipment,Jango Fett ,0.0,0.0,1.0,0.0
1470,Hasbro,Equipment,Backstop!! ,0.0,0.0,1.0,0.0
1471,Mattel,Toy,Four Stars ,0.0,0.0,1.0,0.0
1472,Schleich,Toy,beach holiday smurf ,0.4019,0.574,0.426,0.0
1473,Mattel,Equipment,Brilliant ,0.5859,1.0,0.0,0.0
1474,Hasbro,Toy,Five Stars ,0.0,0.0,1.0,0.0
1475,Disney,Equipment,wreck it ralph! ,-0.4926,0.0,0.385,0.615
1476,Star Wars,Equipment,Not quite to the same quality as the other ships ,0.0,0.0,1.0,0.0
1477,Hasbro,Equipment,SANDMAN FIGURE ,0.0,0.0,1.0,0.0
1478,Hasbro,Equipment,I am happy with the purchase ,0.5719,0.481,0.519,0.0
1479,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1480,Disney,Equipment,Great fun toy ,0.8126,0.881,0.119,0.0
1481,Hasbro,Equipment,The Better Version of Bail ,0.4404,0.42,0.58,0.0
1482,Star Wars,Equipment,Quality ,0.0,0.0,1.0,0.0
1483,Star Wars,Equipment,"Clone Trooper ""Hevy"" in Training Armour ",0.0,0.0,1.0,0.0
1484,Hasbro,Equipment,One of the few Transformers my son can transform by himself! ,0.0,0.0,1.0,0.0
1485,Star Wars,Equipment,if you love anakin you'll love this ,0.8555,0.627,0.373,0.0
1486,Star Wars,Equipment,Worth it for Wedge alone ,-0.0258,0.275,0.435,0.29
1487,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1488,Star Wars,Equipment,the man ,0.0,0.0,1.0,0.0
1489,Hasbro,Toy,Great as can mix and match with other sets ,0.6249,0.339,0.661,0.0
1490,Mattel,Equipment,fab ,0.4588,1.0,0.0,0.0
1491,Disney,Equipment,Love it! ,0.6696,0.818,0.182,0.0
1492,Schleich,Toy,Five Stars ,0.0,0.0,1.0,0.0
1493,Star Wars,Equipment,star wars figure ,-0.5574,0.0,0.357,0.643
1494,Star Wars,Equipment,"""Takin' the safety off!"" ",0.4753,0.508,0.492,0.0
1495,Schleich,Toy,Excellent product ,0.5719,0.787,0.213,0.0
1496,Disney,Equipment,nothing special for the price but at least it stands up to hard play ,0.2194,0.179,0.635,0.186
1497,Disney,Equipment,Pleased with prodcut ,0.4404,0.592,0.408,0.0
1498,Mattel,Toy,Item was broken ,-0.4767,0.0,0.392,0.608
1499,Hasbro,Equipment,My Son Loves this ,0.5719,0.552,0.448,0.0
1500,Hasbro,Equipment,Four Stars ,0.0,0.0,1.0,0.0
1501,Mattel,Toy,"Great 80s Collectible ""You Wunna Get Stung... Fuggedaboudid!"" ",0.6588,0.386,0.614,0.0
1502,Star Wars,Equipment,Excellent figure! ,0.6114,0.8,0.2,0.0
1503,Hasbro,Equipment,Four Stars ,0.0,0.0,1.0,0.0
1504,Mattel,Toy,Update any Scene It? boardgame with this ,0.0,0.0,1.0,0.0
1505,Hasbro,Equipment,Great Game! ,0.6588,0.815,0.185,0.0
1506,Disney,Equipment,Made a good present for my daughter and family ,0.4404,0.293,0.707,0.0
1507,Disney,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1508,Mattel,Toy,"Playing with your mind, a MUST ",0.2023,0.31,0.69,0.0
1509,Hasbro,Equipment,Great game ,0.6249,0.804,0.196,0.0
1510,Hasbro,Equipment,Trivial Pursuit Bite Size Music ,-0.0258,0.0,0.784,0.216
1511,Hasbro,Equipment,Excellent game! ,0.6114,0.8,0.2,0.0
1512,Hasbro,Equipment,Excellent way to learn Disney trivia ,0.5719,0.425,0.575,0.0
1513,Hasbro,Equipment,Great Family Game ,0.6249,0.672,0.328,0.0
1514,Hasbro,Equipment,Hours of endless fun and it's educational too ,0.5106,0.32,0.68,0.0
1515,Hasbro,Toy,Four Stars ,0.0,0.0,1.0,0.0
1516,Mattel,Toy,Happy families ,0.5719,0.787,0.213,0.0
1517,Mattel,Toy,I beg to differ ,0.0,0.0,1.0,0.0
1518,Hasbro,Equipment,Trivial Pursuit ,-0.0258,0.0,0.476,0.524
1519,Hasbro,Equipment,soon repeating questions ,0.0,0.0,1.0,0.0
1520,Hasbro,Equipment,A disimprovement ,0.0,0.0,1.0,0.0
1521,Star Wars,Equipment,so I bought this BB-8 figurine for my desk and I have to say that is better and cuter that what I expected ,0.7351,0.256,0.744,0.0
1522,Star Wars,Equipment,Traitor! ,0.0,0.0,1.0,0.0
1523,Mattel,Toy,picture this ,0.0,0.0,1.0,0.0
1524,Star Wars,Toy,Plo Koon Mini Bust by Gentle Giant ,0.4404,0.326,0.674,0.0
1525,LEGO,Toy,lego clikits design studio ,0.0,0.0,1.0,0.0
1526,Disney,Equipment,Very pleased with this ,0.4927,0.516,0.484,0.0
1527,Hasbro,Equipment,Bring on the electronic dice fun ,0.5106,0.398,0.602,0.0
1528,Mattel,Toy,hannah montana encore ,0.0,0.0,1.0,0.0
1529,Mattel,Toy,The perfect game for Friends Addicts! ,0.7959,0.639,0.361,0.0
1530,Mattel,Toy,Great game ,0.6249,0.804,0.196,0.0
1531,Hasbro,Equipment,Great fun!! ,0.8395,1.0,0.0,0.0
1532,Mattel,Equipment,A Must for Disney Fans Everywhere ,0.0,0.0,1.0,0.0
1533,Star Wars,Equipment,great delivery ,0.6249,0.804,0.196,0.0
1534,Schleich,Toy,a great double-set of mini-statues ,0.6249,0.577,0.423,0.0
1535,Hasbro,Equipment,Very well made. ,0.3384,0.545,0.455,0.0
1536,Hasbro,Equipment,"""No more loose wire jokes, okay!"" ",-0.4256,0.219,0.29,0.491
1537,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1538,Star Wars,Equipment,Five Stars ,0.0,0.0,1.0,0.0
1539,Mattel,Equipment,great ,0.6249,1.0,0.0,0.0
1540,Hasbro,Equipment,Robust toy that comes for back for more ,0.34,0.255,0.745,0.0
1541,Star Wars,Equipment,brilliant sculpt ,0.5859,0.792,0.208,0.0
1542,Mattel,Toy,Realistic ,0.0,0.0,1.0,0.0
1543,Star Wars,Equipment,"... what I see my grandson us going to have fun?, ",0.0,0.0,1.0,0.0
